CuisineType,RestaurantID,RestaurantName,Segment,Subregion,GrowthFactor,AOV,MonthlyOrders,InStoreOrders,InStoreRevenue,UberEatsOrders,DoorDashOrders,SelfDeliveryOrders,UberEatsRevenue,DoorDashRevenue,SelfDeliveryRevenue,COGSRate,OPEXRate,CommissionRate,DeliveryRadiusKM,DeliveryCostPerOrder,SD_DeliveryTotalCost,InStoreNetProfit,UberEatsNetProfit,DoorDashNetProfit,SelfDeliveryNetProfit,InStoreShare,UE_share,DD_share,SD_share,TotalNetProfit,NetProfitPerOrder,InStoreRevShare,UERevShare,DDRevShare,SDRevShare,COGS_Rev_Ratio,OPEX_Rev_Ratio,TotalCostRate,Commission_UE,Commission_DD,DeliveryCost_SD,GrowthAdjOrders,GrowthAdjRevenue,InStorePPO,UE_PPO,DD_PPO,SD_PPO,CuisineType_enc,Segment_enc,Subregion_enc
Burgers,25132,Lucky Burgers Tavern,Ghost Kitchen,CBD,0.99,36.56,897,42,1535.52,385,214,256,14075.6,7823.84,9359.36,0.294071698107291,0.265251147735398,0.3,18,5.31,1359.36,676.67,1980.12,1100.64,2765.1,0.05,0.45,0.25,0.3,6522.530000000001,7.271493868450391,0.046822742474916385,0.42920847268673357,0.23857302118171683,0.2853957636566332,0.294071698107291,0.265251147735398,0.559322845842689,0.135,0.075,1.5929999999999997,888.03,32466.3768,15.736511627906976,5.129844559585492,5.1192558139534885,10.759143968871594,0,2,0
Burgers,26489,Classic Burgers Cafe,Cafe,West Auckland,1.04,36.49,1640,468,17077.32,527,293,352,19230.23,10691.57,12844.48,0.226056149750948,0.371622992213815,0.3,16,4.72,1661.44,6870.56,1967.65,1093.97,3506.16,0.4,0.45,0.25,0.3,13438.34,8.19410975609756,0.28536585365853656,0.3213414634146341,0.17865853658536582,0.21463414634146338,0.226056149750948,0.371622992213815,0.597679141964763,0.135,0.075,1.416,1705.6000000000001,62237.344000000005,14.649381663113008,3.7266098484848484,3.720986394557823,9.932464589235128,0,0,3
Burgers,25040,Lucky Burgers Grill,QSR,North Shore,1.03,41.72,1452,299,12474.28,519,288,346,21652.68,12015.36,14435.12,0.24809970267117,0.389124022936448,0.32,18,5.31,1837.26,4525.37,926.22,513.97,3399.46,0.26,0.45,0.25,0.3,9365.02,6.44973829201102,0.2059228650137741,0.3574380165289256,0.19834710743801653,0.23829201101928374,0.24809970267117,0.389124022936448,0.637223725607618,0.14400000000000002,0.08,1.5929999999999997,1495.56,62394.7632,15.084566666666666,1.7811923076923077,1.7784429065743945,9.79671469740634,0,3,1
Burgers,25502,Top Burgers Grill,Cafe,West Auckland,1.04,34.21,899,207,7081.47,311,173,208,10639.31,5918.33,7115.68,0.247309528961778,0.350396152329631,0.31,3,0.89,185.12,2848.84,981.95,546.23,2677.48,0.3,0.45,0.25,0.3,7054.5,7.847052280311457,0.23025583982202447,0.3459399332591768,0.19243604004449388,0.2313681868743048,0.247309528961778,0.350396152329631,0.597705681291409,0.1395,0.0775,0.267,934.96,31984.981600000003,13.696346153846154,3.147275641025641,3.1392528735632186,12.81090909090909,0,0,3
Burgers,25889,Top Burgers Bistro,QSR,North Shore,1.03,40.18,1334,231,9281.58,496,276,331,19929.28,11089.68,13299.58,0.238772939294577,0.433020327752456,0.31,17,5.02,1661.62,3046.28,362.85,201.91,2703.39,0.21,0.45,0.25,0.3,6314.43,4.733455772113944,0.17316341829085458,0.3718140929535232,0.20689655172413793,0.24812593703148425,0.238772939294577,0.433020327752456,0.671793267047033,0.1395,0.0775,1.5059999999999998,1374.02,55208.123600000006,13.13051724137931,0.7300804828973844,0.7289169675090252,8.142740963855422,0,3,1
Burgers,25283,Urban Burgers Grill,Cafe,South Auckland,1.05,42.16,571,151,6366.16,189,105,126,7968.24,4426.8,5312.16,0.27608444660902,0.441550263715908,0.29,4,1.18,148.68,1797.58,-60.84,-33.8,1351.29,0.36,0.45,0.25,0.3,3054.23,5.348914185639229,0.2644483362521891,0.3309982486865149,0.18388791593695272,0.22066549912434325,0.27608444660902,0.441550263715908,0.717634710324928,0.1305,0.0725,0.354,599.5500000000001,25277.028000000002,11.826184210526316,-0.3202105263157895,-0.31886792452830187,10.64007874015748,0,0,2
Burgers,25366,Classic Burgers Tavern,Full-service,West Auckland,1.04,45.99,701,214,9841.86,219,122,146,10071.81,5610.78,6714.54,0.392565074376762,0.450436520925723,0.27,4,1.18,172.28,1545.16,-1138.13,-634.03,881.89,0.44,0.45,0.25,0.3,654.89,0.9342225392296719,0.3052781740370899,0.3124108416547789,0.17403708987161198,0.20827389443651928,0.392565074376762,0.450436520925723,0.843001595302485,0.12150000000000001,0.0675,0.354,729.0400000000001,33528.5496,7.186790697674419,-5.173318181818182,-5.154715447154471,5.999251700680272,0,1,3
Burgers,25247,Lucky Burgers Kitchen,Cafe,South Auckland,1.05,34.73,1151,304,10557.92,381,212,254,13232.13,7362.76,8821.42,0.20139017611742,0.416730785742402,0.31,5,1.48,375.92,4031.85,951.11,529.23,2992.8,0.36,0.45,0.25,0.3,8504.990000000002,7.389218071242399,0.264118158123371,0.3310165073848827,0.18418766290182453,0.22067767158992183,0.20139017611742,0.416730785742402,0.618120961859822,0.1395,0.0775,0.444,1208.55,41972.9415,13.219180327868852,2.4898167539267018,2.484647887323944,11.736470588235294,0,0,2
Burgers,25004,King Burgers Cafe,Ghost Kitchen,South Auckland,1.05,34.64,1629,106,3671.84,685,381,457,23728.4,13197.84,15830.48,0.259387835033704,0.336022477445658,0.32,18,5.31,2426.67,1485.59,2007.18,1116.4,3978.18,0.07,0.45,0.25,0.3,8587.35,5.271546961325967,0.06507059545733579,0.4205033763044813,0.23388581952117865,0.2805402087170043,0.259387835033704,0.336022477445658,0.5954103124793619,0.14400000000000002,0.08,1.5929999999999997,1710.45,59249.988,13.884018691588784,2.925918367346939,2.922513089005236,8.685982532751092,0,2,2
Burgers,25853,Classic Burgers Tavern,Ghost Kitchen,CBD,0.99,31.34,1519,72,2256.48,651,362,434,20402.34,11345.08,13601.56,0.272829318465665,0.319570669706445,0.32,5,1.48,642.32,919.74,1787.25,993.83,4901.68,0.05,0.45,0.25,0.3,8602.5,5.663265306122449,0.04739960500329164,0.4285714285714286,0.23831468071099407,0.2857142857142857,0.272829318465665,0.319570669706445,0.59239998817211,0.14400000000000002,0.08,0.444,1503.81,47129.405399999996,12.59917808219178,2.741180981595092,2.737823691460055,11.268229885057472,0,2,0
Burgers,25005,Classic Burgers Bistro,Ghost Kitchen,South Auckland,1.05,39.35,1305,85,3344.75,549,305,366,21603.15,12001.75,14402.1,0.285651653038803,0.280214194732253,0.3,9,2.66,973.56,1452.07,2897.72,1609.84,5278.88,0.07,0.45,0.25,0.3,11238.51,8.611885057471264,0.06513409961685823,0.4206896551724138,0.23371647509578544,0.28045977011494255,0.285651653038803,0.280214194732253,0.5658658477710561,0.135,0.075,0.798,1370.25,53919.3375,16.884534883720928,5.268581818181818,5.260915032679739,14.383869209809264,0,2,2
Burgers,25077,Lucky Burgers House,Cafe,CBD,0.99,39.76,1641,378,15029.28,568,316,379,22583.68,12564.16,15069.04,0.211968362163752,0.366120141441934,0.31,14,4.13,1565.27,6341.03,2527.37,1406.07,4792.53,0.3,0.45,0.25,0.3,15067.0,9.181596587446679,0.2303473491773309,0.34613040828762953,0.19256550883607557,0.23095673369896408,0.211968362163752,0.366120141441934,0.578088503605686,0.1395,0.0775,1.2389999999999999,1624.59,64593.698399999994,16.73094986807388,4.4417750439367305,4.435552050473186,12.611921052631578,0,0,0
Burgers,25856,Top Burgers Cafe,Cafe,West Auckland,1.04,34.59,1501,328,11345.52,528,293,352,18263.52,10134.87,12175.68,0.212431895472109,0.353694221447222,0.3,8,2.36,830.72,4922.52,2445.01,1356.79,4451.99,0.28,0.45,0.25,0.3,13176.31,8.778354430379746,0.2185209860093271,0.3517654896735509,0.19520319786808793,0.23451032644903397,0.212431895472109,0.353694221447222,0.566126116919331,0.135,0.075,0.708,1561.04,53996.373600000006,14.962066869300914,4.62194706994329,4.614931972789115,12.61186968838527,0,0,3
Burgers,25886,Urban Burgers Bistro,Ghost Kitchen,South Auckland,1.05,35.87,1180,77,2761.99,496,276,331,17791.52,9900.12,11872.97,0.254884610173758,0.256033067405224,0.32,17,5.02,1661.62,1350.84,3008.23,1673.94,4145.24,0.07,0.45,0.25,0.3,10178.25,8.62563559322034,0.06525423728813558,0.42033898305084744,0.23389830508474574,0.28050847457627115,0.254884610173758,0.256033067405224,0.5109176775789821,0.14400000000000002,0.08,1.5059999999999998,1239.0,44442.93000000001,17.318461538461538,6.0527766599597586,6.043104693140794,12.485662650602409,0,2,2
Burgers,25133,Top Burgers Corner,Full-service,South Auckland,1.05,44.46,2051,636,28276.56,637,354,424,28321.02,15738.84,18851.04,0.386117483489215,0.498271016147919,0.27,12,3.54,1500.96,3269.1,-4372.44,-2429.9,678.44,0.45,0.45,0.25,0.3,-2854.7999999999997,-1.39190638712823,0.31009263773768897,0.310580204778157,0.1725987323256948,0.20672842515845932,0.386117483489215,0.498271016147919,0.8843884996371341,0.12150000000000001,0.0675,1.062,2153.55,95746.833,5.132025117739404,-6.853354231974921,-6.844788732394367,1.596329411764706,0,1,2
Burgers,25377,Lucky Burgers Bistro,Full-service,South Auckland,1.05,39.78,1449,442,17582.76,453,252,302,18020.34,10024.56,12013.56,0.380261697387323,0.519352306029759,0.28,4,1.18,356.36,1765.06,-3236.71,-1800.55,849.63,0.44,0.45,0.25,0.3,-2422.5699999999997,-1.6718909592822635,0.30503795721187027,0.31262939958592134,0.1739130434782609,0.20841959972394755,0.380261697387323,0.519352306029759,0.8996140034170821,0.12600000000000003,0.07,0.354,1521.45,60523.280999999995,3.984334085778781,-7.129317180616741,-7.116798418972332,2.804059405940594,0,1,2
Burgers,25245,Lucky Burgers Cafe,QSR,North Shore,1.03,43.22,1634,294,12706.68,603,335,402,26061.66,14478.7,17374.44,0.241746065188199,0.40828570977319,0.32,3,0.89,357.78,4446.93,781.02,433.9,5722.72,0.22,0.45,0.25,0.3,11384.57,6.967301101591187,0.17992656058751533,0.3690330477356181,0.2050183598531212,0.2460220318237454,0.241746065188199,0.40828570977319,0.650031774961389,0.14400000000000002,0.08,0.267,1683.02,72740.1244,15.074338983050849,1.2930794701986754,1.2913690476190476,14.20029776674938,0,3,1
Burgers,25861,Classic Burgers Diner,Cafe,West Auckland,1.04,38.26,1934,490,18747.4,650,361,433,24869.0,13811.86,16566.58,0.236518038548529,0.38063013474457,0.28,13,3.84,1662.72,7177.48,2557.82,1420.58,4679.83,0.34,0.45,0.25,0.3,15835.71,8.18806101344364,0.2533609100310238,0.3360910031023785,0.18665977249224408,0.2238883143743537,0.236518038548529,0.38063013474457,0.617148173293099,0.12600000000000003,0.07,1.152,2011.3600000000001,76954.6336,14.618085539714867,3.9290629800307224,3.9242541436464085,10.783018433179723,0,0,3
Burgers,25257,King Burgers Bistro,QSR,South Auckland,1.05,44.28,1873,350,15498.0,685,381,457,30331.8,16870.68,20235.96,0.216959698665887,0.412135697645135,0.3,9,2.66,1215.62,5748.28,2150.66,1196.21,6289.99,0.23,0.45,0.25,0.3,15385.14,8.214169781099839,0.18686599038974905,0.36572343833422316,0.203416978109984,0.24399359316604377,0.216959698665887,0.412135697645135,0.629095396311022,0.135,0.075,0.798,1966.65,87083.262,16.376866096866095,3.135072886297376,3.131439790575916,13.733602620087336,0,3,2
Burgers,25378,King Burgers Cafe,QSR,North Shore,1.03,37.56,1595,298,11192.88,584,324,389,21935.04,12169.44,14610.84,0.232022813316435,0.378713312605396,0.32,10,2.95,1147.55,4356.98,1519.31,842.9,4539.92,0.23,0.45,0.25,0.3,11259.109999999999,7.059003134796238,0.18683385579937303,0.3661442006269593,0.20313479623824454,0.24388714733542322,0.232022813316435,0.378713312605396,0.610736125921831,0.14400000000000002,0.08,0.885,1642.8500000000001,61705.445999999996,14.571839464882942,2.597111111111111,2.5935384615384613,11.640820512820513,0,3,1
Burgers,26108,King Burgers House,Ghost Kitchen,North Shore,1.03,44.4,668,60,2664.0,274,152,182,12165.6,6748.8,8080.8,0.253680308535695,0.260938313254155,0.33,11,3.25,591.5,1293.06,1890.31,1048.64,3330.77,0.1,0.45,0.25,0.3,7562.780000000001,11.321526946107785,0.08982035928143713,0.4101796407185629,0.2275449101796407,0.27245508982035926,0.253680308535695,0.260938313254155,0.5146186217898501,0.14850000000000002,0.0825,0.975,688.04,30548.976000000002,21.197704918032787,6.873854545454545,6.853856209150328,18.200928961748634,0,2,1
Burgers,25501,Classic Burgers Eatery,Cafe,South Auckland,1.05,39.67,1315,395,15669.65,414,230,276,16423.38,9124.1,10948.92,0.254867386501282,0.375745487166569,0.3,7,2.07,571.32,5788.17,1139.57,633.1,3473.07,0.43,0.45,0.25,0.3,11033.91,8.39080608365019,0.30038022813688214,0.3148288973384031,0.1749049429657795,0.20988593155893537,0.254867386501282,0.375745487166569,0.630612873667851,0.135,0.075,0.6209999999999999,1380.75,54774.3525,14.61659090909091,2.7459518072289155,2.740692640692641,12.538158844765343,0,0,2
Burgers,26230,Top Burgers Kitchen,Cafe,CBD,0.99,42.19,1387,374,15779.06,456,253,304,19238.64,10674.07,12825.76,0.207379126213491,0.384480268880725,0.3,15,4.43,1346.72,6440.08,2080.48,1154.3,3887.99,0.37,0.45,0.25,0.3,13562.849999999999,9.778550829127612,0.26964671953857244,0.3287671232876712,0.18240807498197548,0.21917808219178084,0.207379126213491,0.384480268880725,0.591859395094216,0.135,0.075,1.329,1373.1299999999999,57932.354699999996,17.173546666666667,4.552472647702407,4.544488188976378,12.747508196721311,0,0,0
Burgers,26313,Classic Burgers Diner,Full-service,South Auckland,1.05,36.32,604,166,6029.12,197,110,131,7155.04,3995.2,4757.92,0.393435937189497,0.505011981772259,0.3,12,3.54,463.74,612.27,-1419.9,-792.84,19.44,0.38,0.45,0.25,0.3,-1581.0300000000002,-2.6175993377483446,0.27483443708609273,0.326158940397351,0.18211920529801326,0.21688741721854307,0.393435937189497,0.505011981772259,0.898447918961756,0.135,0.075,1.062,634.2,23034.144,3.6662874251497004,-7.171212121212122,-7.142702702702703,0.14727272727272728,0,1,2
Burgers,25775,Lucky Burgers Tavern,QSR,South Auckland,1.05,36.5,1366,273,9964.5,492,273,328,17958.0,9964.5,11972.0,0.202122342158109,0.395233107497916,0.29,3,0.89,291.92,4012.15,2022.87,1122.45,4528.54,0.25,0.45,0.25,0.3,11686.01,8.5549121522694,0.19985358711566617,0.3601756954612006,0.19985358711566617,0.24011713030746706,0.202122342158109,0.395233107497916,0.597355449656025,0.1305,0.0725,0.267,1434.3,52351.950000000004,14.642883211678832,4.103184584178499,4.096532846715329,13.764559270516717,0,3,2
Burgers,26274,Urban Burgers Bistro,Cafe,West Auckland,1.04,43.42,1527,352,15283.84,529,294,352,22969.18,12765.48,15283.84,0.220944037288427,0.393518741847947,0.31,7,2.07,728.64,5892.49,1735.03,964.27,5163.85,0.3,0.45,0.25,0.3,13755.64,9.008277668631303,0.23051735428945647,0.34643091028159795,0.1925343811394892,0.23051735428945647,0.220944037288427,0.393518741847947,0.6144627791363739,0.1395,0.0775,0.6209999999999999,1588.0800000000002,68954.4336,16.69260623229462,3.273641509433962,3.2687118644067796,14.628470254957508,0,0,3
Burgers,26100,Urban Burgers House,QSR,South Auckland,1.05,42.81,1119,216,9246.96,406,226,271,17380.86,9675.06,11601.51,0.232086842898279,0.351238823961467,0.32,6,1.77,479.67,3852.97,1680.28,935.33,4354.38,0.24,0.45,0.25,0.3,10822.96,9.671992850759606,0.19302949061662197,0.36282394995531725,0.20196604110813227,0.2421805183199285,0.232086842898279,0.351238823961467,0.583325666859746,0.14400000000000002,0.08,0.531,1174.95,50299.6095,17.755622119815666,4.1284520884520886,4.120396475770925,16.00875,0,3,2
